State,District,Market,Commodity,Variety,Grade,Arrival_Date,Year,Month,Week,Season,Rainfall_mm,Temperature_C,Humidity_percent,Min_Price_Rs_per_Quintal,Max_Price_Rs_per_Quintal,Modal_Price_Rs_per_Quintal
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-07-17,2026,7,42,Monsoon,211.7,27.9,77.3,590.0,635.59,613.83
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-07-24,2026,7,43,Monsoon,157.8,29.2,83.8,576.53,630.98,603.59
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-07-31,2026,7,44,Monsoon,185.3,28.5,84.9,580.96,631.15,605.29
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-08-07,2026,8,45,Monsoon,191.6,27.6,78.8,573.37,623.43,600.06
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-08-14,2026,8,46,Monsoon,134.8,27.0,78.3,565.43,612.67,589.93
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-08-21,2026,8,47,Monsoon,216.6,29.0,85.2,563.33,608.5,589.19
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-08-28,2026,8,48,Monsoon,162.7,27.0,77.9,561.42,606.58,587.64
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-09-04,2026,9,49,Monsoon,194.9,28.4,83.6,583.76,633.11,610.21
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-09-11,2026,9,50,Monsoon,169.0,27.9,74.9,592.89,633.41,615.39
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-09-18,2026,9,51,Monsoon,200.2,28.6,81.1,589.51,629.33,603.91
Uttar Pradesh,Badaun,Bisoli APMC,Potato,Other,FAQ,2026-09-25,2026,9,52,Monsoon,164.8,27.8,69.3,575.71,621.0,600.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-10-03,2025,10,1,Post-Monsoon,48.3,25.0,52.3,2676.83,2678.64,2677.66
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-10-10,2025,10,2,Post-Monsoon,53.2,22.3,53.8,2660.11,2662.04,2660.95
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-10-17,2025,10,3,Post-Monsoon,46.0,24.9,45.4,2660.61,2662.52,2661.61
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-10-24,2025,10,4,Post-Monsoon,40.0,22.1,55.3,2640.69,2642.45,2641.56
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-10-31,2025,10,5,Post-Monsoon,10.8,19.8,55.8,2714.87,2716.29,2715.74
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-11-07,2025,11,6,Post-Monsoon,49.0,22.9,69.7,2707.09,2709.07,2708.08
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-11-14,2025,11,7,Post-Monsoon,63.1,19.7,65.4,2787.01,2788.98,2787.94
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-11-21,2025,11,8,Post-Monsoon,146.4,19.8,72.1,2826.54,2828.58,2827.56
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-11-28,2025,11,9,Post-Monsoon,59.0,23.2,56.0,2852.73,2854.43,2853.67
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-12-05,2025,12,10,Winter,16.0,16.8,37.1,1954.39,1955.91,1955.11
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-12-12,2025,12,11,Winter,5.7,19.1,39.9,1969.97,1971.32,1970.57
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-12-19,2025,12,12,Winter,24.8,17.5,49.7,1916.88,1918.32,1917.53
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2025-12-26,2025,12,13,Winter,4.2,20.2,43.6,1912.67,1914.01,1913.34
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-01-02,2026,1,14,Winter,12.0,17.7,46.5,1940.91,1942.19,1941.42
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-01-09,2026,1,15,Winter,17.0,16.6,38.8,1943.31,1944.64,1943.88
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-01-16,2026,1,16,Winter,21.8,16.2,43.4,1905.98,1907.42,1906.8
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-01-23,2026,1,17,Winter,18.0,16.6,49.5,1908.43,1909.8,1909.11
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-01-30,2026,1,18,Winter,0.8,18.3,24.1,1961.03,1962.24,1961.73
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-02-06,2026,2,19,Winter,19.6,20.3,48.3,2001.81,2002.93,2002.34
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-02-13,2026,2,20,Winter,24.0,20.8,43.3,2003.92,2005.07,2004.49
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-02-20,2026,2,21,Winter,3.4,16.2,41.3,2036.29,2037.93,2037.1
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-02-27,2026,2,22,Winter,7.9,19.1,41.0,2029.09,2030.71,2029.98
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-03-06,2026,3,23,Summer,0.0,32.8,30.4,2331.39,2332.86,2331.95
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-03-13,2026,3,24,Summer,31.9,36.8,34.1,2303.55,2305.1,2304.28
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-03-20,2026,3,25,Summer,34.8,36.8,45.1,2362.12,2363.51,2362.9
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-03-27,2026,3,26,Summer,12.7,32.6,40.7,2356.97,2359.03,2357.92
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-04-03,2026,4,27,Summer,57.3,34.8,40.5,2353.19,2354.73,2354.03
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-04-10,2026,4,28,Summer,31.4,33.8,31.3,2347.38,2348.94,2348.15
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-04-17,2026,4,29,Summer,0.0,30.4,37.1,2419.31,2420.81,2419.91
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-04-24,2026,4,30,Summer,6.0,34.5,29.2,2483.05,2484.57,2483.77
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-05-01,2026,5,31,Summer,28.3,37.0,31.0,2570.33,2572.21,2571.4
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-05-08,2026,5,32,Summer,48.7,28.4,20.2,2569.46,2571.37,2570.41
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-05-15,2026,5,33,Summer,51.6,31.6,37.1,2586.21,2587.59,2586.95
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-05-22,2026,5,34,Summer,23.0,33.6,43.1,2532.33,2534.15,2533.27
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-05-29,2026,5,35,Summer,0.0,31.0,43.2,2593.43,2595.36,2594.46
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-06-05,2026,6,36,Summer,38.0,32.0,41.2,2553.19,2555.05,2554.2
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-06-12,2026,6,37,Summer,41.0,33.5,35.9,2566.76,2568.6,2567.62
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-06-19,2026,6,38,Summer,0.0,36.5,37.6,2529.67,2531.52,2530.49
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-06-26,2026,6,39,Summer,5.3,30.9,38.0,2512.23,2514.29,2513.2
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-07-03,2026,7,40,Monsoon,172.9,26.9,81.2,2858.5,2860.59,2859.66
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-07-10,2026,7,41,Monsoon,237.5,27.3,79.4,2838.25,2840.07,2839.31
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-07-17,2026,7,42,Monsoon,237.7,31.5,80.1,2821.08,2823.09,2822.02
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-07-24,2026,7,43,Monsoon,150.2,31.4,81.2,2803.73,2805.32,2804.46
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-07-31,2026,7,44,Monsoon,320.0,29.6,83.3,2844.17,2846.06,2845.12
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-08-07,2026,8,45,Monsoon,286.0,28.3,68.2,2802.53,2804.6,2803.66
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-08-14,2026,8,46,Monsoon,237.0,27.9,87.3,2817.28,2819.53,2818.54
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-08-21,2026,8,47,Monsoon,120.0,29.5,79.4,2874.74,2876.53,2875.67
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-08-28,2026,8,48,Monsoon,290.4,30.1,83.5,2858.28,2860.36,2859.29
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-09-04,2026,9,49,Monsoon,181.1,29.7,89.9,2833.4,2835.09,2834.22
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-09-11,2026,9,50,Monsoon,239.9,25.4,83.4,2829.17,2830.78,2830.08
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-09-18,2026,9,51,Monsoon,156.1,27.4,78.2,2884.65,2886.88,2885.83
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,Other,Local,2026-09-25,2026,9,52,Monsoon,233.8,27.6,75.5,2899.16,2901.25,2900.0
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-10-03,2025,10,1,Post-Monsoon,31.0,25.6,53.0,1772.22,1912.66,1854.79
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-10-10,2025,10,2,Post-Monsoon,49.0,26.0,63.6,1778.62,1920.9,1841.47
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-10-17,2025,10,3,Post-Monsoon,35.7,23.3,54.5,1799.21,1919.72,1858.72
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-10-24,2025,10,4,Post-Monsoon,79.7,25.8,72.8,1773.81,1934.48,1852.46
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-10-31,2025,10,5,Post-Monsoon,110.2,22.8,49.3,1757.3,1934.3,1852.29
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-11-07,2025,11,6,Post-Monsoon,18.6,23.3,63.1,1803.57,1956.4,1876.55
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-11-14,2025,11,7,Post-Monsoon,64.9,26.6,53.3,1746.07,1891.14,1826.55
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-11-21,2025,11,8,Post-Monsoon,78.3,25.8,63.2,1804.93,1927.79,1866.33
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-11-28,2025,11,9,Post-Monsoon,96.7,27.0,65.1,1817.22,1928.37,1872.09
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-12-05,2025,12,10,Winter,5.8,15.8,50.1,1209.01,1324.18,1267.71
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-12-12,2025,12,11,Winter,21.0,20.1,47.0,1210.29,1312.85,1268.55
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-12-19,2025,12,12,Winter,20.0,20.3,44.7,1216.37,1305.74,1270.37
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2025-12-26,2025,12,13,Winter,1.4,23.7,36.0,1191.73,1297.01,1239.92
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-01-02,2026,1,14,Winter,0.0,18.6,51.6,1219.5,1342.88,1270.21
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-01-09,2026,1,15,Winter,0.0,21.2,43.8,1228.5,1327.85,1273.54
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-01-16,2026,1,16,Winter,4.1,18.7,32.0,1237.82,1338.23,1284.55
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-01-23,2026,1,17,Winter,15.1,21.2,47.6,1254.39,1350.77,1305.45
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-01-30,2026,1,18,Winter,4.3,21.6,55.1,1234.7,1339.94,1288.06
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-02-06,2026,2,19,Winter,2.8,21.5,49.7,1262.94,1344.93,1299.79
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-02-13,2026,2,20,Winter,7.0,18.7,49.5,1243.6,1342.26,1297.17
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-02-20,2026,2,21,Winter,17.1,20.2,38.6,1274.29,1378.13,1316.24
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-02-27,2026,2,22,Winter,11.1,18.2,48.9,1219.19,1328.17,1276.87
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-03-06,2026,3,23,Summer,0.0,35.6,29.1,1456.42,1560.12,1502.98
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-03-13,2026,3,24,Summer,26.2,31.1,38.0,1445.4,1529.81,1492.39
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-03-20,2026,3,25,Summer,53.0,34.0,31.6,1435.14,1580.39,1505.05
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-03-27,2026,3,26,Summer,13.0,29.5,48.0,1461.01,1570.87,1518.67
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-04-03,2026,4,27,Summer,33.9,29.9,47.7,1454.95,1570.62,1505.59
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-04-10,2026,4,28,Summer,36.5,38.3,40.0,1422.24,1556.25,1492.52
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-04-17,2026,4,29,Summer,67.5,30.0,37.5,1437.04,1552.27,1493.03
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-04-24,2026,4,30,Summer,12.3,36.4,56.2,1418.63,1526.96,1475.93
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-05-01,2026,5,31,Summer,2.1,33.8,47.7,1441.9,1557.41,1497.53
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-05-08,2026,5,32,Summer,19.4,29.7,45.8,1440.72,1538.08,1492.23
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-05-15,2026,5,33,Summer,58.6,34.7,49.8,1361.42,1475.63,1430.14
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-05-22,2026,5,34,Summer,27.3,34.5,52.6,1374.0,1479.88,1424.96
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-05-29,2026,5,35,Summer,11.5,36.7,33.2,1363.12,1459.44,1405.61
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-06-05,2026,6,36,Summer,58.6,35.0,39.0,1314.79,1426.18,1374.03
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-06-12,2026,6,37,Summer,37.7,33.2,35.8,1295.89,1405.97,1351.28
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-06-19,2026,6,38,Summer,0.0,34.4,33.1,1292.57,1396.72,1356.2
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-06-26,2026,6,39,Summer,0.0,28.9,35.0,1346.74,1437.0,1385.94
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-07-03,2026,7,40,Monsoon,229.8,28.8,80.8,1539.57,1657.17,1604.5
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-07-10,2026,7,41,Monsoon,299.8,31.6,69.9,1519.6,1654.16,1593.11
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-07-17,2026,7,42,Monsoon,167.0,29.0,75.6,1563.78,1682.96,1607.19
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-07-24,2026,7,43,Monsoon,231.7,30.1,86.6,1529.95,1655.48,1599.34
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-07-31,2026,7,44,Monsoon,224.3,29.7,80.8,1507.44,1641.68,1585.88
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-08-07,2026,8,45,Monsoon,215.9,27.8,91.8,1486.14,1628.79,1561.59
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-08-14,2026,8,46,Monsoon,301.9,32.5,77.6,1467.23,1589.84,1523.68
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-08-21,2026,8,47,Monsoon,230.8,27.8,82.6,1434.04,1584.73,1517.81
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-08-28,2026,8,48,Monsoon,226.9,27.6,92.3,1457.3,1581.74,1524.45
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-09-04,2026,9,49,Monsoon,329.5,26.3,76.7,1462.93,1594.0,1525.29
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-09-11,2026,9,50,Monsoon,231.4,25.4,76.8,1452.53,1578.87,1518.82
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-09-18,2026,9,51,Monsoon,243.4,28.8,69.3,1449.88,1562.6,1500.31
Uttar Pradesh,Basti,Basti APMC,Potato,Other,FAQ,2026-09-25,2026,9,52,Monsoon,296.1,28.9,86.6,1460.57,1589.93,1517.0
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-10-03,2025,10,1,Post-Monsoon,37.8,23.0,70.7,635.23,635.42,635.33
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-10-10,2025,10,2,Post-Monsoon,24.9,23.3,58.5,635.57,635.77,635.67
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-10-17,2025,10,3,Post-Monsoon,71.3,27.9,65.7,658.5,658.72,658.61
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-10-24,2025,10,4,Post-Monsoon,52.2,26.4,55.6,668.6,668.82,668.71
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-10-31,2025,10,5,Post-Monsoon,49.0,21.3,62.3,675.68,675.92,675.8
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-11-07,2025,11,6,Post-Monsoon,48.3,26.4,53.9,664.13,664.29,664.21
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-11-14,2025,11,7,Post-Monsoon,69.6,25.0,54.4,652.6,652.83,652.7
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-11-21,2025,11,8,Post-Monsoon,11.2,25.0,42.5,656.75,657.02,656.88
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-11-28,2025,11,9,Post-Monsoon,47.2,21.7,58.6,659.54,659.7,659.62
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-12-05,2025,12,10,Winter,1.6,22.5,58.0,445.23,445.37,445.31
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-12-12,2025,12,11,Winter,26.8,22.8,49.8,447.05,447.22,447.14
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-12-19,2025,12,12,Winter,8.7,19.0,55.2,458.62,458.76,458.69
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2025-12-26,2025,12,13,Winter,21.0,18.9,49.8,464.33,464.46,464.39
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-01-02,2026,1,14,Winter,9.7,16.4,34.0,457.3,457.48,457.37
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-01-09,2026,1,15,Winter,0.0,17.9,49.5,457.44,457.6,457.52
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-01-16,2026,1,16,Winter,0.0,18.7,39.7,452.81,453.0,452.91
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-01-23,2026,1,17,Winter,17.7,18.2,46.6,451.13,451.27,451.19
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-01-30,2026,1,18,Winter,17.2,17.1,54.2,449.22,449.37,449.29
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-02-06,2026,2,19,Winter,0.0,18.9,39.2,446.89,447.04,446.97
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-02-13,2026,2,20,Winter,1.5,24.4,54.3,439.4,439.51,439.45
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-02-20,2026,2,21,Winter,10.6,14.1,40.1,439.4,439.57,439.48
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-02-27,2026,2,22,Winter,6.8,21.2,49.2,436.62,436.73,436.67
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-03-06,2026,3,23,Summer,52.7,36.4,33.2,492.11,492.27,492.18
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-03-13,2026,3,24,Summer,25.9,30.5,35.0,508.26,508.41,508.32
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-03-20,2026,3,25,Summer,44.1,30.6,34.5,517.57,517.71,517.64
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-03-27,2026,3,26,Summer,22.5,33.1,40.8,515.66,515.84,515.75
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-04-03,2026,4,27,Summer,42.5,35.2,33.1,516.84,517.03,516.93
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-04-10,2026,4,28,Summer,46.1,28.9,42.5,508.77,508.97,508.88
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-04-17,2026,4,29,Summer,64.2,30.2,34.2,522.76,522.91,522.84
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-04-24,2026,4,30,Summer,18.6,34.8,35.6,538.68,538.87,538.77
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-05-01,2026,5,31,Summer,37.6,33.8,37.6,541.02,541.2,541.11
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-05-08,2026,5,32,Summer,38.2,31.5,38.7,550.39,550.59,550.5
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-05-15,2026,5,33,Summer,15.4,29.7,41.8,552.96,553.15,553.05
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-05-22,2026,5,34,Summer,22.2,34.2,43.9,542.97,543.14,543.06
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-05-29,2026,5,35,Summer,32.7,34.1,40.1,540.68,540.89,540.8
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-06-05,2026,6,36,Summer,69.8,31.9,34.9,542.86,543.05,542.95
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-06-12,2026,6,37,Summer,51.5,29.2,45.1,540.25,540.42,540.33
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-06-19,2026,6,38,Summer,36.1,36.1,46.1,539.53,539.74,539.64
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-06-26,2026,6,39,Summer,28.8,33.2,40.5,539.89,540.09,539.98
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-07-03,2026,7,40,Monsoon,215.4,25.8,77.6,621.37,621.59,621.47
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-07-10,2026,7,41,Monsoon,253.2,26.3,94.9,623.1,623.33,623.2
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-07-17,2026,7,42,Monsoon,211.7,29.1,85.0,614.44,614.65,614.53
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-07-24,2026,7,43,Monsoon,268.0,27.4,76.6,609.05,609.27,609.15
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-07-31,2026,7,44,Monsoon,207.8,30.1,88.7,598.51,598.72,598.63
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-08-07,2026,8,45,Monsoon,212.3,28.6,76.9,608.53,608.72,608.61
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-08-14,2026,8,46,Monsoon,222.2,25.1,72.1,590.5,590.67,590.6
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-08-21,2026,8,47,Monsoon,275.7,27.7,99.5,601.93,602.1,602.0
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-08-28,2026,8,48,Monsoon,214.2,30.0,90.2,615.59,615.8,615.72
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-09-04,2026,9,49,Monsoon,185.8,29.2,83.0,614.07,614.25,614.16
West Bengal,Dakshin Dinajpur,Balurghat APMC,Potato,Local,FAQ,2026-09-11,2026,9,50,Monsoon,92.6,29.7,75.0,591.28,591.51,591.41
